Accession,Organism_Name,Organism_Common_Name,Organism_Taxonomic_ID,Submitter,Submission_Date,Sequencing_Tech,Level,Contig_L50,Contig_N50,GC_Count,GC_Percent,Number_of_Component_Sequences,Number_of_Contigs,Number_of_Scaffolds,Scaffold_L50,Scaffold_N50,Total_Number_of_Chromosomes,Total_Sequence_Length,Total_Ungapped_Length,Organism_Infraspecific_Names_Sex,Source_Database,WGS_project_accession,First_Publication_Date,Original_Contig_N50,Phylum,Sequencing_Type
GCA_907163375.1,Prostheceraeus crozeri,,2291463,durham university,2022-07-16,nan,Scaffold,1929,287821,777458680.0,37.5,17074,17328,17074.0,1908.0,292050.0,,2065465794,2065453748,,SOURCE_DATABASE_GENBANK,CAJQUW01,2022-07-16,287821,Platyhelminthes,No information provided
GCA_028672205.1,Proteocephalus fallax,,3003519,Geneva Natural History Museum,2023-02-16,Oxford Nanopore MinION; Illumina NextSeq,Scaffold,106,333357,56935040.0,43.0,4055,4154,4055.0,86.0,419724.0,,131552618,131542718,,SOURCE_DATABASE_GENBANK,JAPUBX01,2023-02-16,333357,Platyhelminthes,Long read
GCA_900617795.1,Protopolystoma xenopodis,,117903,WTSI,2019-02-12,nan,Scaffold,79127,2192,223679731.0,37.5,316398,430683,316398.0,62352.0,2899.0,,617344661,593007134,,SOURCE_DATABASE_GENBANK,CAAALY01,2019-02-12,2192,Platyhelminthes,No information provided
GCA_002072015.1,Radix auricularia,,52793,Senckenberg Gesellschaft - Biodiversity and Climate research center,2017-05-10,Illumina HiSeq,Scaffold,10282,24354,306238322.0,35.5,4822,69920,4822.0,476.0,578730.0,,909750324,851343714,hermaphrodite,SOURCE_DATABASE_GENBANK,MUZC01,2017-05-10,24354,Mollusca,Short read
GCA_028751875.1,Rapana venosa,veined rapa whelk,55521,Institute of oceanology,2023-02-24,PacBio Sequel,Chromosome,1426,433295,973735243.0,42.0,5242,17965,5242.0,15.0,64632560.0,35.0,2300182741,2293821241,,SOURCE_DATABASE_GENBANK,JAQIHA01,2023-02-24,433295,Mollusca,Long read
GCA_025642075.1,Ridgeia piscesae,,27915,Universite de Montreal,2022-10-11,Illumina;Oxford Nanopore PromethION,Contig,530,365412,269580231.0,40.5,9128,9128,,,,,658248171,658248171,,SOURCE_DATABASE_GENBANK,JAODUO01,2022-10-11,365412,Annelida,Long read
GCA_025698555.1,Ridgeia piscesae,,27915,"Third Institute of Oceanography, Ministry of Natural Resources, PRC",2022-10-14,Illumina HiSeq,Scaffold,9541,14057,213663148.0,40.5,29320,91158,29320.0,749.0,228837.0,,572290832,527286298,,SOURCE_DATABASE_GENBANK,JALOCR01,2022-10-14,14057,Annelida,Short read
GCA_900617975.1,Rodentolepis nana,,102285,WTSI,2018-12-05,nan,Scaffold,3235,14216,57552306.0,36.5,16212,19388,16212.0,2483.0,19273.0,,162943536,156785135,,SOURCE_DATABASE_GENBANK,UZAE01,2018-12-05,14216,Platyhelminthes,No information provided
GCA_900239685.1,Rotaria macrura,,392029,IMPERIAL COLLEGE LONDON,2018-02-10,nan,Scaffold,1087,55551,76252382.0,32.5,29255,32165,29255.0,828.0,73242.0,,234715442,234014455,,SOURCE_DATABASE_GENBANK,OENT01,2018-02-10,55551,Rotifera,No information provided
GCA_900239695.1,Rotaria macrura,,392029,IMPERIAL COLLEGE LONDON,2018-02-12,nan,Scaffold,8716,6858,97043150.0,32.5,360834,370020,360834.0,6795.0,9298.0,,295449313,294562570,,SOURCE_DATABASE_GENBANK,OEOD01,2018-02-12,6858,Rotifera,No information provided
GCA_900239745.1,Rotaria magnacalcarata,,392030,IMPERIAL COLLEGE LONDON,2018-02-10,nan,Scaffold,2026,24068,57154983.0,31.5,20900,30721,20900.0,890.0,53250.0,,180458959,179096788,,SOURCE_DATABASE_GENBANK,OENM01,2018-02-10,24068,Rotifera,No information provided
GCA_001317505.1,Rotaria magnacalcarata,,392030,Imperial College London,2015-10-16,Illumina,Scaffold,80,1552,198940.0,33.5,75,833,75.0,14.0,15050.0,,702958,587044,,SOURCE_DATABASE_GENBANK,LJPC01,2015-10-16,1552,Rotifera,Short read
GCA_900239705.1,Rotaria magnacalcarata,,392030,IMPERIAL COLLEGE LONDON,2018-02-12,nan,Scaffold,191706,300,106991294.0,31.5,1036499,1058934,1036499.0,167502.0,301.0,,337586346,336123061,,SOURCE_DATABASE_GENBANK,OESY01,2018-02-12,300,Rotifera,No information provided
GCA_905261645.1,Rotaria magnacalcarata,,392030,IMPERIAL COLLEGE LONDON,2021-03-20,nan,Scaffold,1498,32582,57024563.0,31.5,19184,21473,19184.0,1077.0,41954.0,,178690144,178297479,,SOURCE_DATABASE_GENBANK,CAJNOV01,2021-03-20,32582,Rotifera,No information provided
GCA_905273325.1,Rotaria magnacalcarata,,392030,IMPERIAL COLLEGE LONDON,2021-03-22,nan,Scaffold,1571,31728,57815761.0,31.5,22216,24614,22216.0,1141.0,39730.0,,181111224,180688559,,SOURCE_DATABASE_GENBANK,CAJNOW01,2021-03-22,31728,Rotifera,No information provided
GCA_905319835.1,Rotaria magnacalcarata,,392030,IMPERIAL COLLEGE LONDON,2021-03-20,nan,Scaffold,1593,30883,57691717.0,31.5,22132,24664,22132.0,1142.0,40682.0,,180850907,180353108,,SOURCE_DATABASE_GENBANK,CAJNRE01,2021-03-20,30883,Rotifera,No information provided
GCA_905321285.1,Rotaria magnacalcarata,,392030,IMPERIAL COLLEGE LONDON,2021-03-20,nan,Scaffold,1408,34657,55472709.0,31.5,18391,20955,18391.0,966.0,46457.0,,174022112,173599838,,SOURCE_DATABASE_GENBANK,CAJNRF01,2021-03-20,34657,Rotifera,No information provided
GCA_905321535.1,Rotaria magnacalcarata,,392030,IMPERIAL COLLEGE LONDON,2021-03-20,nan,Scaffold,1569,30246,55247201.0,31.5,19520,22762,19520.0,999.0,43987.0,,173753500,173166774,,SOURCE_DATABASE_GENBANK,CAJNRG01,2021-03-20,30246,Rotifera,No information provided
GCA_905332115.1,Rotaria magnacalcarata,,392030,IMPERIAL COLLEGE LONDON,2021-05-20,nan,Scaffold,22143,2379,76213175.0,31.5,293619,300341,293619.0,17715.0,2764.0,,241017618,239236111,,SOURCE_DATABASE_GENBANK,CAJOBH01,2021-05-20,2379,Rotifera,No information provided
GCA_905332125.1,Rotaria magnacalcarata,,392030,IMPERIAL COLLEGE LONDON,2021-05-20,nan,Scaffold,33606,1662,83016571.0,31.5,386620,393379,386620.0,28225.0,1800.0,,261996445,260176705,,SOURCE_DATABASE_GENBANK,CAJOBJ01,2021-05-20,1662,Rotifera,No information provided
GCA_905332135.1,Rotaria magnacalcarata,,392030,IMPERIAL COLLEGE LONDON,2021-05-20,nan,Scaffold,31703,1743,81943289.0,31.5,374008,380813,374008.0,26461.0,1900.0,,258723840,256904931,,SOURCE_DATABASE_GENBANK,CAJOBI01,2021-05-20,1743,Rotifera,No information provided
GCA_905332145.1,Rotaria magnacalcarata,,392030,IMPERIAL COLLEGE LONDON,2021-03-20,nan,Scaffold,3128,15072,56277132.0,31.5,38569,41931,38569.0,2801.0,16799.0,,176550445,176327893,,SOURCE_DATABASE_GENBANK,CAJOBF01,2021-03-20,15072,Rotifera,No information provided
GCA_905332155.1,Rotaria magnacalcarata,,392030,IMPERIAL COLLEGE LONDON,2021-03-20,nan,Scaffold,5625,8733,63164767.0,31.5,126446,131071,126446.0,4693.0,10410.0,,198468309,197703795,,SOURCE_DATABASE_GENBANK,CAJOBG01,2021-03-20,8733,Rotifera,No information provided
GCA_905331475.1,Rotaria socialis,,392032,IMPERIAL COLLEGE LONDON,2021-03-19,nan,Scaffold,508,81624,46816904.0,31.5,4720,5991,4720.0,296.0,139532.0,,147431529,147102651,,SOURCE_DATABASE_GENBANK,CAJNYU01,2021-03-19,81624,Rotifera,No information provided
GCA_905331015.1,Rotaria socialis,,392032,IMPERIAL COLLEGE LONDON,2021-03-19,nan,Scaffold,582,75261,47348236.0,31.5,6303,7782,6303.0,370.0,111328.0,,149235364,148798328,,SOURCE_DATABASE_GENBANK,CAJNXB01,2021-03-19,75261,Rotifera,No information provided
GCA_905331295.1,Rotaria socialis,,392032,IMPERIAL COLLEGE LONDON,2021-03-19,nan,Scaffold,505,82650,46751497.0,31.5,5030,6338,5030.0,305.0,134685.0,,147405990,146987021,,SOURCE_DATABASE_GENBANK,CAJNYD01,2021-03-19,82650,Rotifera,No information provided
GCA_905331485.1,Rotaria socialis,,392032,IMPERIAL COLLEGE LONDON,2021-03-19,nan,Scaffold,544,78363,47548360.0,31.5,5952,7276,5952.0,343.0,123749.0,,149935374,149481538,,SOURCE_DATABASE_GENBANK,CAJNYT01,2021-03-19,78363,Rotifera,No information provided
GCA_905331495.1,Rotaria socialis,,392032,IMPERIAL COLLEGE LONDON,2021-03-19,nan,Scaffold,580,74706,47904645.0,31.5,6254,8011,6254.0,334.0,124882.0,,151092009,150605419,,SOURCE_DATABASE_GENBANK,CAJNYV01,2021-03-19,74706,Rotifera,No information provided
GCA_905332235.1,Rotaria socialis,,392032,IMPERIAL COLLEGE LONDON,2021-03-20,nan,Scaffold,1439,29317,48135021.0,31.5,21443,22885,21443.0,1245.0,34308.0,,151342137,151264723,,SOURCE_DATABASE_GENBANK,CAJOBO01,2021-03-20,29317,Rotifera,No information provided
GCA_905332245.1,Rotaria socialis,,392032,IMPERIAL COLLEGE LONDON,2021-03-20,nan,Scaffold,4783,8683,55317634.0,31.5,115181,119462,115181.0,3687.0,11614.0,,174984979,174018755,,SOURCE_DATABASE_GENBANK,CAJOBP01,2021-03-20,8683,Rotifera,No information provided
GCA_905332265.1,Rotaria socialis,,392032,IMPERIAL COLLEGE LONDON,2021-03-20,nan,Scaffold,1254,34003,48156916.0,31.5,18665,20156,18665.0,1049.0,40330.0,,151292988,151215412,,SOURCE_DATABASE_GENBANK,CAJOBQ01,2021-03-20,34003,Rotifera,No information provided
GCA_905332275.1,Rotaria socialis,,392032,IMPERIAL COLLEGE LONDON,2021-03-20,nan,Scaffold,4266,10093,55165794.0,31.5,109049,112878,109049.0,3377.0,13002.0,,174466970,173631920,,SOURCE_DATABASE_GENBANK,CAJOBR01,2021-03-20,10093,Rotifera,No information provided
GCA_905332285.1,Rotaria socialis,,392032,IMPERIAL COLLEGE LONDON,2021-03-20,nan,Scaffold,1466,29678,49168822.0,31.5,20987,23127,20987.0,1224.0,34976.0,,154580136,154483840,,SOURCE_DATABASE_GENBANK,CAJOBS01,2021-03-20,29678,Rotifera,No information provided
GCA_905250125.1,Rotaria sordida,,392033,IMPERIAL COLLEGE LONDON,2021-03-21,nan,Scaffold,2593,36551,107937134.0,29.5,18468,26191,18468.0,1262.0,71975.0,,360569275,360180915,,SOURCE_DATABASE_GENBANK,CAJNOL01,2021-03-21,36551,Rotifera,No information provided
GCA_905250005.1,Rotaria sordida,,392033,IMPERIAL COLLEGE LONDON,2021-03-20,nan,Scaffold,2472,27415,83893686.0,30.5,16571,23759,16571.0,843.0,64456.0,,272525925,272131035,,SOURCE_DATABASE_GENBANK,CAJNOH01,2021-03-20,27415,Rotifera,No information provided
GCA_905250875.1,Rotaria sordida,,392033,IMPERIAL COLLEGE LONDON,2021-03-20,nan,Scaffold,1915,36233,76874597.0,30.0,20315,24509,20315.0,1246.0,57629.0,,252869941,252592853,,SOURCE_DATABASE_GENBANK,CAJNOO01,2021-03-20,36233,Rotifera,No information provided
GCA_905251635.1,Rotaria sordida,,392033,IMPERIAL COLLEGE LONDON,2021-03-20,nan,Scaffold,1749,39105,76718321.0,30.0,19518,23266,19518.0,1179.0,60884.0,,252567384,252327609,,SOURCE_DATABASE_GENBANK,CAJNOT01,2021-03-20,39105,Rotifera,No information provided
GCA_905252715.1,Rotaria sordida,,392033,IMPERIAL COLLEGE LONDON,2021-03-20,nan,Scaffold,2278,30021,76384033.0,30.0,22067,27274,22067.0,1338.0,53138.0,,251344369,250993017,,SOURCE_DATABASE_GENBANK,CAJNOU01,2021-03-20,30021,Rotifera,No information provided
GCA_905332085.1,Rotaria sordida,,392033,IMPERIAL COLLEGE LONDON,2021-03-20,nan,Scaffold,3851,17472,83563396.0,30.5,73081,73761,73081.0,3788.0,17784.0,,273443705,273428097,,SOURCE_DATABASE_GENBANK,CAJOAX01,2021-03-20,17472,Rotifera,No information provided
GCA_905332095.1,Rotaria sordida,,392033,IMPERIAL COLLEGE LONDON,2021-03-20,nan,Scaffold,3165,20931,83129154.0,30.5,69564,70160,69564.0,3120.0,21239.0,,272432486,272422834,,SOURCE_DATABASE_GENBANK,CAJOBD01,2021-03-20,20931,Rotifera,No information provided
GCA_905332105.1,Rotaria sordida,,392033,IMPERIAL COLLEGE LONDON,2021-03-20,nan,Scaffold,4351,15423,80687192.0,30.5,69184,69767,69184.0,4306.0,15590.0,,264237458,264226899,,SOURCE_DATABASE_GENBANK,CAJOBE01,2021-03-20,15423,Rotifera,No information provided
GCA_905250075.1,Rotaria sp. Silwood1,,2762511,IMPERIAL COLLEGE LONDON,2021-03-21,nan,Scaffold,2348,50874,145028057.0,30.5,18466,30127,18466.0,220.0,298918.0,,475793899,475119469,,SOURCE_DATABASE_GENBANK,CAJNOP01,2021-03-21,50874,Rotifera,No information provided
GCA_905250055.1,Rotaria sp. Silwood1,,2762511,IMPERIAL COLLEGE LONDON,2021-03-21,nan,Scaffold,1967,34829,96407349.0,31.0,16995,25909,16995.0,211.0,211800.0,,310426700,309891790,,SOURCE_DATABASE_GENBANK,CAJNOF01,2021-03-21,34829,Rotifera,No information provided
GCA_905331505.1,Rotaria sp. Silwood1,,2762511,IMPERIAL COLLEGE LONDON,2021-03-20,nan,Scaffold,1462,41132,76506933.0,30.5,21286,27445,21286.0,238.0,153367.0,,249945174,249507899,,SOURCE_DATABASE_GENBANK,CAJNYZ01,2021-03-20,41132,Rotifera,No information provided
GCA_905331515.1,Rotaria sp. Silwood1,,2762511,IMPERIAL COLLEGE LONDON,2021-03-20,nan,Scaffold,1852,35401,82510656.0,30.5,28549,35328,28549.0,288.0,136496.0,,268361248,267912271,,SOURCE_DATABASE_GENBANK,CAJNZC01,2021-03-20,35401,Rotifera,No information provided
GCA_905331525.1,Rotaria sp. Silwood1,,2762511,IMPERIAL COLLEGE LONDON,2021-03-20,nan,Scaffold,2327,26890,76151012.0,30.5,25643,34375,25643.0,287.0,118294.0,,247649537,246999749,,SOURCE_DATABASE_GENBANK,CAJNZF01,2021-03-20,26890,Rotifera,No information provided
GCA_905331535.1,Rotaria sp. Silwood1,,2762511,IMPERIAL COLLEGE LONDON,2021-03-20,nan,Scaffold,1961,35362,90478522.0,30.5,29968,37331,29968.0,333.0,132362.0,,294078350,293612453,,SOURCE_DATABASE_GENBANK,CAJNZB01,2021-03-20,35362,Rotifera,No information provided
GCA_905332295.1,Rotaria sp. Silwood1,,2762511,IMPERIAL COLLEGE LONDON,2021-03-21,nan,Scaffold,5046,14160,85659811.0,30.5,73499,73961,73499.0,5005.0,14252.0,,278088189,278081774,,SOURCE_DATABASE_GENBANK,CAJOBT01,2021-03-21,14160,Rotifera,No information provided
GCA_905332305.1,Rotaria sp. Silwood1,,2762511,IMPERIAL COLLEGE LONDON,2021-03-20,nan,Scaffold,4814,14120,81711449.0,30.5,69095,69632,69095.0,4767.0,14242.0,,265824198,265817392,,SOURCE_DATABASE_GENBANK,CAJOBU01,2021-03-20,14120,Rotifera,No information provided
GCA_905332315.1,Rotaria sp. Silwood1,,2762511,IMPERIAL COLLEGE LONDON,2021-03-21,nan,Scaffold,4094,17646,93259281.0,30.5,87188,87984,87188.0,4046.0,17857.0,,301934499,301920095,,SOURCE_DATABASE_GENBANK,CAJOBV01,2021-03-21,17646,Rotifera,No information provided
GCA_905332325.1,Rotaria sp. Silwood1,,2762511,IMPERIAL COLLEGE LONDON,2021-03-21,nan,Scaffold,8111,8767,85813061.0,31.0,146178,147124,146178.0,7948.0,8933.0,,275703496,275670503,,SOURCE_DATABASE_GENBANK,CAJOBW01,2021-03-21,8767,Rotifera,No information provided
GCA_905329745.1,Rotaria sp. Silwood2,,2762512,IMPERIAL COLLEGE LONDON,2021-03-20,nan,Scaffold,1669,38606,91886980.0,31.0,30050,33961,30050.0,381.0,102503.0,,296468297,296233092,,SOURCE_DATABASE_GENBANK,CAJNSZ01,2021-03-20,38606,Rotifera,No information provided
GCA_905330235.1,Rotaria sp. Silwood2,,2762512,IMPERIAL COLLEGE LONDON,2021-03-20,nan,Scaffold,2752,25044,89300257.0,31.0,33174,39193,33174.0,449.0,78314.0,,285625997,285191748,,SOURCE_DATABASE_GENBANK,CAJNUA01,2021-03-20,25044,Rotifera,No information provided
GCA_905330535.1,Rotaria sp. Silwood2,,2762512,IMPERIAL COLLEGE LONDON,2021-03-20,nan,Scaffold,2257,29631,83903066.0,30.5,28589,33920,28589.0,350.0,101640.0,,271082672,270714755,,SOURCE_DATABASE_GENBANK,CAJNVN01,2021-03-20,29631,Rotifera,No information provided
GCA_905330805.1,Rotaria sp. Silwood2,,2762512,IMPERIAL COLLEGE LONDON,2021-03-20,nan,Scaffold,2666,24574,81883659.0,31.0,34498,40416,34498.0,403.0,80794.0,,264064799,263647193,,SOURCE_DATABASE_GENBANK,CAJNWK01,2021-03-20,24574,Rotifera,No information provided
GCA_905332165.1,Rotaria sp. Silwood2,,2762512,IMPERIAL COLLEGE LONDON,2021-03-21,nan,Scaffold,4600,17923,95978772.0,31.0,61655,62353,61655.0,4528.0,18181.0,,308789974,308781832,,SOURCE_DATABASE_GENBANK,CAJOBK01,2021-03-21,17923,Rotifera,No information provided
GCA_905332175.1,Rotaria sp. Silwood2,,2762512,IMPERIAL COLLEGE LONDON,2021-03-21,nan,Scaffold,6417,12800,93116550.0,31.0,68725,69385,68725.0,6328.0,12982.0,,296443115,296431371,,SOURCE_DATABASE_GENBANK,CAJOBL01,2021-03-21,12800,Rotifera,No information provided
GCA_905332185.1,Rotaria sp. Silwood2,,2762512,IMPERIAL COLLEGE LONDON,2021-03-21,nan,Scaffold,6858,11644,92159717.0,31.0,107316,108320,107316.0,6719.0,11896.0,,295055522,295026476,,SOURCE_DATABASE_GENBANK,CAJOBM01,2021-03-21,11644,Rotifera,No information provided
GCA_905332225.1,Rotaria sp. Silwood2,,2762512,IMPERIAL COLLEGE LONDON,2021-03-20,nan,Scaffold,7044,10836,85375790.0,31.0,65539,66334,65539.0,6936.0,11013.0,,274095585,274086632,,SOURCE_DATABASE_GENBANK,CAJOBN01,2021-03-20,10836,Rotifera,No information provided
GCA_026571515.1,Ruditapes philippinarum,Manila clam,129788,University of Bologna,2022-12-01,PacBio RSII; Illumina MiSeq,Contig,2144,183074,453207886.0,32.0,15878,15878,,,,,1408186117,1408186117,male,SOURCE_DATABASE_GENBANK,JAKTTH01,2022-12-01,183074,Mollusca,Long read
GCA_009026015.1,Ruditapes philippinarum,Manila clam,129788,Novogene Bioinformatics Institute,2019-10-15,Illumina HiSeq,Chromosome,10414,29238,338871669.0,31.5,30670,85994,30670.0,954.0,345005.0,19.0,1123164463,1062701310,,SOURCE_DATABASE_GENBANK,QUSP01,2019-10-15,29238,Mollusca,Short read
GCA_003671525.1,Saccostrea glomerata,Sydney rock oyster,157728,University of the Sunshine Coast,2018-10-22,Illumina HiSeq,Scaffold,5645,39540,248712615.0,33.0,10101,39811,10101.0,242.0,804232.0,,788100799,746556492,female,SOURCE_DATABASE_GENBANK,PRKT01,2018-10-22,39540,Mollusca,Short read
GCA_022818135.1,Saxidomus purpurata,,311201,Genome Research Foundation,2022-04-05,Oxford Nanopore PromethION; Illumina NovaSeq,Scaffold,606,511514,402482035.0,34.5,11522,18670,11522.0,10.0,52225674.0,,1161000147,1157426147,,SOURCE_DATABASE_GENBANK,JAFMSR01,2022-04-05,511514,Mollusca,Long read
GCA_017591395.1,Schistocephalus solidus,,70667,Laval University,2021-03-26,Oxford Nanopore MinION,Scaffold,1504,120142,272945965.0,43.5,15357,15439,15357.0,1488.0,121651.0,,625207408,625199803,,SOURCE_DATABASE_GENBANK,WEDG01,2021-03-26,120142,Platyhelminthes,Long read
GCA_900618435.1,Schistocephalus solidus,,70667,WTSI,2018-12-05,nan,Scaffold,8885,16241,222647192.0,43.0,56778,80811,56778.0,4833.0,31582.0,,539424504,517415722,,SOURCE_DATABASE_GENBANK,UYSU01,2018-12-05,16241,Platyhelminthes,No information provided
GCA_944470425.2,Schistosoma bovis,,6184,WELLCOME SANGER INSTITUTE,2022-09-20,nan,Chromosome,10,10931731,136922437.0,34.5,77,221,77.0,3.0,47558671.0,8.0,391788201,391732061,,SOURCE_DATABASE_GENBANK,CALYCU02,2022-09-19,10931731,Platyhelminthes,No information provided
GCA_003958945.1,Schistosoma bovis,,6184,University of Queensland,2019-02-15,Illumina; PacBio,Scaffold,2764,35716,123996952.0,34.0,4773,20948,4773.0,498.0,202989.0,,373458149,360908635,,SOURCE_DATABASE_GENBANK,QMKO01,2019-02-15,35716,Platyhelminthes,Long read
GCA_944470445.2,Schistosoma bovis,,6184,WELLCOME SANGER INSTITUTE,2022-09-20,nan,Chromosome,45,2655394,142662043.0,35.0,131,631,131.0,3.0,50257572.0,8.0,406269540,406093606,,SOURCE_DATABASE_GENBANK,CALYCV02,2022-09-19,2655394,Platyhelminthes,No information provided
GCA_944474815.3,Schistosoma curassoni,,6186,WELLCOME SANGER INSTITUTE,2022-09-16,nan,Chromosome,38,2622245,138913847.0,35.0,369,689,369.0,3.0,46058712.0,8.0,396921197,396812432,,SOURCE_DATABASE_GENBANK,CALYDH03,2022-09-15,2622245,Platyhelminthes,No information provided
GCA_900618015.1,Schistosoma curassoni,,6186,WTSI,2018-12-05,nan,Scaffold,12778,7099,114447849.0,34.0,60140,118226,60140.0,6656.0,13861.0,,344202215,334776879,,SOURCE_DATABASE_GENBANK,UZAK01,2018-12-05,7099,Platyhelminthes,No information provided
GCA_907275115.1,Schistosoma curassoni,,6186,WELLCOME SANGER INSTITUTE,2021-08-03,nan,Scaffold,38,2622245,138922643.0,35.0,370,690,370.0,3.0,46058712.0,,396952245,396843480,,SOURCE_DATABASE_GENBANK,CAJSMQ01,2021-08-03,2622245,Platyhelminthes,No information provided
GCA_944470375.2,Schistosoma guineensis,,393876,WELLCOME SANGER INSTITUTE,2022-09-15,nan,Chromosome,28,4072824,132820593.0,35.0,74,472,74.0,3.0,48012402.0,8.0,379320925,379210283,,SOURCE_DATABASE_GENBANK,CALYCN02,2022-09-15,4072824,Platyhelminthes,No information provided
GCF_000699445.3,Schistosoma haematobium,,6185,The University of Melbourne,2022-02-10,Illumina; Oxford Nanopore; PacBio; Hi-C,Chromosome,7,20231032,140713531.0,35.0,163,208,163.0,3.0,48328128.0,8.0,400271889,400248827,pooled male and female,SOURCE_DATABASE_REFSEQ,AMPZ03,2014-06-09,22446,Platyhelminthes,Long read
GCA_000699445.3,Schistosoma haematobium,,6185,The University of Melbourne,2022-02-10,Illumina; Oxford Nanopore; PacBio; Hi-C,Chromosome,7,20231032,140713531.0,35.0,163,208,163.0,3.0,48328128.0,8.0,400271889,400248827,pooled male and female,SOURCE_DATABASE_GENBANK,AMPZ03,2014-06-09,22446,Platyhelminthes,Long read
GCA_944470455.2,Schistosoma haematobium,,6185,WELLCOME SANGER INSTITUTE,2022-09-20,nan,Chromosome,24,4368251,136797463.0,35.0,77,262,77.0,3.0,48644961.0,8.0,390671411,390614100,,SOURCE_DATABASE_GENBANK,CALYCW02,2022-09-19,4368251,Platyhelminthes,No information provided
GCA_944470465.2,Schistosoma haematobium,,6185,WELLCOME SANGER INSTITUTE,2022-09-20,nan,Chromosome,27,4373613,153518642.0,35.5,187,379,187.0,3.0,53926266.0,8.0,431559761,431485775,,SOURCE_DATABASE_GENBANK,CALYCX02,2022-09-20,4373613,Platyhelminthes,No information provided
GCA_944470365.2,Schistosoma intercalatum,,6187,WELLCOME SANGER INSTITUTE,2022-09-20,nan,Chromosome,37,2894312,135166918.0,35.0,298,620,298.0,3.0,46762690.0,8.0,386052197,385951908,,SOURCE_DATABASE_GENBANK,CALYCO02,2022-09-19,2894312,Platyhelminthes,No information provided
GCA_944470385.2,Schistosoma intercalatum,,6187,WELLCOME SANGER INSTITUTE,2022-09-15,nan,Chromosome,106,1111078,133582851.0,34.5,652,1482,652.0,3.0,45688419.0,8.0,382498898,382241589,,SOURCE_DATABASE_GENBANK,CALYCP02,2022-09-15,1111078,Platyhelminthes,No information provided
GCA_025215515.1,Schistosoma japonicum,,6182,Tongji University School of Medicine,2022-09-16,PacBio,Chromosome,51,2378822,137177586.0,33.5,100,655,100.0,3.0,49539924.0,9.0,406576294,404370401,,SOURCE_DATABASE_GENBANK,JAGWFQ01,2022-09-16,2378822,Platyhelminthes,Long read
GCA_000151775.1,Schistosoma japonicum,,6182,Chinese Human Genome Center at Shanghai,2009-04-21,nan,Scaffold,17640,6121,125760892.0,34.0,95265,95269,25048.0,521.0,176869.0,,402743189,369039236,mixed,SOURCE_DATABASE_GENBANK,CABF01,2009-04-21,6121,Platyhelminthes,No information provided
GCA_006368765.1,Schistosoma japonicum,,6182,Fudan University,2019-06-14,PacBio RSII; Illumina HiSeq,Scaffold,125,871911,124870080.0,33.5,1789,2108,1789.0,94.0,1093989.0,,369900518,369873851,pooled male and female,SOURCE_DATABASE_GENBANK,SKCS01,2019-06-14,871911,Platyhelminthes,Long read
GCA_021461655.1,Schistosoma japonicum,,6182,Fudan University,2022-01-13,PacBio Sequel,Chromosome,24,4305388,139320574.0,34.0,337,608,337.0,3.0,48838407.0,8.0,408532700,408397200,male,SOURCE_DATABASE_GENBANK,JAHRBV01,2022-01-13,4305388,Platyhelminthes,Long read
GCF_000237925.1,Schistosoma mansoni,,6183,Schistosoma Genome Network,2011-12-13,nan,Chromosome,1410,76721,127627382.0,35.0,884,9515,884.0,4.0,32115376.0,8.0,364518427,362492058,,SOURCE_DATABASE_REFSEQ,CABG01,2009-07-16,77000,Platyhelminthes,No information provided
GCA_000237925.5,Schistosoma mansoni,,6183,Schistosoma Genome Network,2021-07-21,nan,Chromosome,23,4473015,138829942.0,35.0,11,367,11.0,4.0,45716228.0,11.0,391395321,391352416,,SOURCE_DATABASE_GENBANK,,2009-07-16,77000,Platyhelminthes,No information provided
GCA_000237925.2,Schistosoma mansoni,,6183,Schistosoma Genome Network,2011-12-13,nan,Chromosome,1410,76721,127627382.0,35.0,884,9515,884.0,4.0,32115376.0,8.0,364518427,362492058,,SOURCE_DATABASE_GENBANK,CABG01,2009-07-16,77000,Platyhelminthes,No information provided
GCA_944470205.2,Schistosoma margrebowiei,,48269,WELLCOME SANGER INSTITUTE,2022-09-20,nan,Chromosome,17,6317331,136668314.0,34.5,35,365,35.0,3.0,48858358.0,8.0,394892635,394801772,,SOURCE_DATABASE_GENBANK,CALYCG02,2022-09-19,6317331,Platyhelminthes,No information provided
GCA_900618395.1,Schistosoma margrebowiei,,48269,WTSI,2018-12-05,nan,Scaffold,3730,28534,124777867.0,34.0,23355,27104,23355.0,3009.0,35236.0,,367396528,363942565,,SOURCE_DATABASE_GENBANK,UZAI01,2018-12-05,28534,Platyhelminthes,No information provided
GCA_944470405.2,Schistosoma mattheei,,31246,WELLCOME SANGER INSTITUTE,2022-09-20,nan,Chromosome,52,2226626,136540497.0,35.0,97,511,97.0,3.0,48524730.0,8.0,389320734,389194630,,SOURCE_DATABASE_GENBANK,CALYCQ02,2022-09-19,2226626,Platyhelminthes,No information provided
GCA_900617995.1,Schistosoma mattheei,,31246,WTSI,2018-12-05,nan,Scaffold,19076,4667,111410191.0,34.0,62061,151951,62061.0,7786.0,12303.0,,340818150,326279962,,SOURCE_DATABASE_GENBANK,UZAL01,2018-12-05,4667,Platyhelminthes,No information provided
