Assembly Accession	Organism Name	Organism Common Name	Organism Taxonomic ID	Assembly Submitter	Assembly Submission Date	Assembly Sequencing Tech	Assembly Level	Assembly Stats Contig L50	Assembly Stats Contig N50	Assembly Stats GC Count	Assembly Stats GC Percent	Assembly Stats Number of Component Sequences	Assembly Stats Number of Contigs	Assembly Stats Number of Scaffolds	Assembly Stats Scaffold L50	Assembly Stats Scaffold N50	Assembly Stats Total Number of Chromosomes	Assembly Stats Total Sequence Length	Assembly Stats Total Ungapped Length	Organism Infraspecific Names Sex	Source Database	WGS project accession
GCA_002600895.1	Schmidtea mediterranea	freshwater planarian	79327	Max Planck Institute of Molecular Cell Biology and Genetics	2017-10-18	PacBio	Scaffold	201	1121568	229281259	29.5	481	1292	481	57	3854845		773939492	773867613	hermaphrodite	SOURCE_DATABASE_GENBANK	NNSW01
GCA_023231475.1	Seison nebaliae		104778	Institute of Organismic and Molecular Evolution (iomE), Johannes Gutenberg University Mainz	2022-05-03	Illumina NextSeq 500	Contig	269	45684	13985821	31.5	3295	3295					43872782	43872782		SOURCE_DATABASE_GENBANK	JALJEE01
GCA_903632075.3	Sepia pharaonis		158019	NINGBO UNIVERSITY	2021-02-02		Contig	726	1926397	1589064645	33	5642	5642					4785531890	4785531890		SOURCE_DATABASE_GENBANK	CAHIKZ03
GCA_007844125.1	Sinonovacula constricta	Chinese razor clam	98310	Novogene Bioinformatics Technology Corporation	2019-08-08	Illumina HiSeq; PacBio Sequel	Chromosome	390	976936	427313715	35	362	2450	362	8	65929677	19	1220848272	1212679988	male	SOURCE_DATABASE_GENBANK	RXXH01
GCA_009762815.1	Sinonovacula constricta	Chinese razor clam	98310	Zhejing Wanli University	2019-12-18	PacBio; Illumina; Hi-C	Chromosome	509	679505	472196269	35	7931	10978	7931	10	57991182	19	1332234310	1331929610		SOURCE_DATABASE_GENBANK	WSYO01
GCA_028829895.1	Sinotaia purificata		1134467	Freshwater Fisheries Research Center of Chinese Academy of Fishery Sciences	2023-02-24	PacBio	Chromosome	10	37213934	339767456	34.5	38	286	38	4	141970838	8	984328742	984303942	female	SOURCE_DATABASE_GENBANK	JALGAQ01
GCA_027596065.1	Siphonaria sp. JEL0065		2723227	DOE Joint Genome Institute	2023-01-09	Illumina NovaSeq	Contig	522	21877	16431725	43.5	3109	3109					37595823	37595823		SOURCE_DATABASE_GENBANK	JADGJB01
GCA_026874595.1	Sipunculus nudus	marine worm	6446	Guangdong Ocean University	2022-12-14	PacBio Sequel II	Chromosome	18	28461674	527122774	36.5	155	353	155	8	80869746	17	1426776566	1426680931	male	SOURCE_DATABASE_GENBANK	JAPPUL01
GCA_021229015.1	Solen grandis	grand razor shell	165599	Quanzhou Normal University	2021-12-19	Illumina	Chromosome	21593	50000	459535981	34.5	811	31607	811	9	67678117	19	1324491672	1321412072		SOURCE_DATABASE_GENBANK	JAIFHC01
GCA_902702955.1	Sparganum proliferum		64606	University of Miyazaki	2019-12-05		Scaffold	5827	28292	272902419	45	7388	46304	7388	146	1241503		653387223	602390015		SOURCE_DATABASE_GENBANK	CACRXO01
GCA_902702965.1	Spirometra erinaceieuropaei		99802	University of Miyazaki	2020-09-02		Scaffold	6612	29589	323638474	45	5723	50541	5723	271	820922		796029360	718242223		SOURCE_DATABASE_GENBANK	CACRXP01
GCA_000951995.1	Spirometra erinaceieuropaei		99802	WTSI	2014-09-26		Contig	262526	1236	507302774	44.5	482396	1352713					1258717181	1130712752		SOURCE_DATABASE_GENBANK	
GCA_947247005.1	Spisula solida		31201	WELLCOME SANGER INSTITUTE	2022-10-30	PacBio,Illumina,Arima2	Chromosome	18	15021671	331484868	35.5	37	131	37	8	52695421	19	932088914	932070114		SOURCE_DATABASE_GENBANK	CAMXUH01
GCA_947247015.1	Spisula solida		31201	WELLCOME SANGER INSTITUTE	2022-10-30	PacBio,Illumina,Arima2	Scaffold	239	1198388	330474813	35.5	1804	1805	1804	239	1198388		928906444	928906244		SOURCE_DATABASE_GENBANK	CAMXUG01
GCA_916613615.1	Steromphala cineraria		216125	WELLCOME SANGER INSTITUTE	2021-10-01		Chromosome	57	6200493	450207873	35	283	842	283	8	70748747	18	1270484905	1270305005		SOURCE_DATABASE_GENBANK	CAKAJN01
GCA_916613985.1	Steromphala cineraria		216125	WELLCOME SANGER INSTITUTE	2021-09-30		Scaffold	232	1505795	432367037	35	2229	2252	2229	231	1524340		1220860235	1220849335		SOURCE_DATABASE_GENBANK	CAKAJO01
GCA_942159475.1	Sthenelais limicola		1210413	WELLCOME SANGER INSTITUTE	2022-06-10		Chromosome	29	10232024	440923706	38.5	201	1310	201	4	136979486	9	1131133856	1130912056		SOURCE_DATABASE_GENBANK	CALNXF01
GCA_942183725.1	Sthenelais limicola		1210413	WELLCOME SANGER INSTITUTE	2022-06-10		Scaffold	191	1450950	438339710	38.5	2916	2990	2916	191	1468755		1125722229	1125707429		SOURCE_DATABASE_GENBANK	CALNXG01
GCA_019095985.1	Streblospio benedicti		95538	North Carolina State University	2021-07-06	Oxford Nanopore; Illumina; Hi-C; Chicago Proximity Ligation	Chromosome	3800	48523	265247532	37.5	6112	27746	6112	6	56106436	11	701453095	699289695	female	SOURCE_DATABASE_GENBANK	JAGTTF01
GCA_001693035.2	Taenia asiatica	Asian tapeworm	60517	Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences	2016-09-02	Illumina GAII	Scaffold	307	116010	70943558	43	6900	10664	6900	97	342420		168679183	164409854		SOURCE_DATABASE_GENBANK	LWMJ02
GCA_900618005.1	Taenia asiatica	Asian tapeworm	60517	WTSI	2018-12-05		Scaffold	1111	29199	57337348	42.5	24137	34102	24137	602	52337		135977618	133710211		SOURCE_DATABASE_GENBANK	UYRS01
GCA_023375655.1	Taenia crassiceps		6207	Biotechnology Institute of UNAM	2022-05-16	Illumina NextSeq; Oxford Nanopore MinION	Scaffold	6	3809406	46515794	43.5	65	83	65	4	10553375		107053072	106889530		SOURCE_DATABASE_GENBANK	JAKROA01
GCA_001923025.3	Taenia multiceps		94034	Agricultural Genomics Institute at Shenzhen Chinese Academy of Agricultural Sciences	2018-10-05	PacBio	Chromosome	50	756412	105285053	43.5	737	2042	737	2	44815576	7	240596867	240466367		SOURCE_DATABASE_GENBANK	MRSW03
GCA_023968675.1	Taenia pisiformis		85432	Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences	2022-06-28	PacBio Sequel	Chromosome	32	945746	95213685	45	89	1104	89	4	20244438	10	211455966	210514865		SOURCE_DATABASE_GENBANK	JAJOLY01
GCA_001693075.2	Taenia saginata	beef tapeworm	6206	Beijing Institute of Genomics, Chinese Academy of Science	2016-10-23	Illumina GAII	Scaffold	269	142979	71830380	43	3626	6866	3626	65	586235		169104283	166328618		SOURCE_DATABASE_GENBANK	LWMK02
GCA_001870725.1	Taenia solium	pork tapeworm	6204	Taenia solium Genome Consortium	2016-11-07	454; Illumina GAIIx	Scaffold	194	165332	55797520	42.5	13131	13166	13131	192	165960		129810970	129809576		SOURCE_DATABASE_GENBANK	MIEF01
GCA_002082475.1	Taenia solium	pork tapeworm	6204	NIAID	2017-04-10	Illumina HiSeq	Contig	781	39820	49008291	42.5	17123	17123					114429812	114429812		SOURCE_DATABASE_GENBANK	AOMU01
GCA_002221735.1	Taenia solium	pork tapeworm	6204	NIAID	2017-07-19	454; Illumina HiSeq	Contig	722	44046	49878967	42.5	17271	17271					116371091	116371091		SOURCE_DATABASE_GENBANK	JSUL01
GCA_013375625.1	Tegillarca granosa		220873	Zhejiang Wanli University, College of Biological & Environmental Science	2020-06-29	PacBio; Illumina	Scaffold	397	605873	251602711	31.5	269	2112	269	9	42616908		797648519	797464185		SOURCE_DATABASE_GENBANK	JABXWC01
GCA_944472135.2	Trichobilharzia regenti	bird nasal schistosome	157069	WELLCOME SANGER INSTITUTE	2022-09-15	PacBio,HiSeq X	Chromosome	73	3882242	365422858	38	572	1111	572	3	125840967	8	954242115	954061903		SOURCE_DATABASE_GENBANK	CALYDD02
GCA_900618515.1	Trichobilharzia regenti	bird nasal schistosome	157069	WTSI	2018-12-13		Scaffold	118478	1509	233933932	37	188369	711279	188369	23730	7696		701762036	625053732		SOURCE_DATABASE_GENBANK	UZAO01
GCA_944472155.2	Trichobilharzia szidati		157070	WELLCOME SANGER INSTITUTE	2022-09-15	PacBio,HiSeq X	Chromosome	304	807720	423869093	38	1277	5729	1277	4	142264673	8	1116378626	1114293070		SOURCE_DATABASE_GENBANK	CALYDE02
GCA_943736015.1	Tridacna crocea		80833	WELLCOME SANGER INSTITUTE	2022-06-24		Chromosome	12	32149973	380800917	36	32	88	32	8	60802674	18	1048956009	1048937609		SOURCE_DATABASE_GENBANK	CALSFA01
GCA_943736005.1	Tridacna crocea		80833	WELLCOME SANGER INSTITUTE	2022-06-10		Contig	122	2870378	410577717	36	2262	2262					1129514693	1129514693		SOURCE_DATABASE_GENBANK	CALSFB01
GCA_945859785.2	Tridacna gigas		80829	WELLCOME SANGER INSTITUTE	2022-09-22	PacBio,Arima2	Chromosome	38	9438000	432270837	36.5	20	197	20	8	68447427	17	1175943104	1175907704		SOURCE_DATABASE_GENBANK	CAMAOV02
GCA_945859735.2	Tridacna gigas		80829	WELLCOME SANGER INSTITUTE	2022-09-22		Contig	594	469269	360948136	36.5	5847	5847					981746167	981746167		SOURCE_DATABASE_GENBANK	CAMAOU02
GCA_029339505.1	Unio delphinus		461120	Interdisciplinary Centre of Marine and Environmental Research (CIIMAR) / University of Porto	2023-03-22	PacBio	Scaffold	71	10231822	878888200	35	1253	1275	1253	67	10919244		2505958346	2505957145		SOURCE_DATABASE_GENBANK	JAQISU01
GCA_003401595.1	Venustaconcha ellipsiformis	ellipse	301928	Universite de Montreal	2018-08-16	Illumina HiSeq; PacBio	Scaffold	163653	2813	531204649	34	371426	820902	371426	58537	6657		1590009045	1553746599	female	SOURCE_DATABASE_GENBANK	QKMX01
GCA_015471945.1	Watasenia scintillans	sparkling enope	6625	Oki marine biological station, Education and Research Center for Biological Resources, Faculty of Life and Environmental Science, Shimane University	2020-11-09	Illumina HiSeq1500/2500	Contig	187404	1283	228249687	35	491107	491107					649175396	649175396		SOURCE_DATABASE_GENBANK	BLWP01
GCA_021613335.1	Whitmania pigra		486152	Chinese Academy of Medical Sciences and Peking Union Medical College	2022-01-26	PacBio	Contig	28	2001490	63400168	35	483	483					178785238	178785238		SOURCE_DATABASE_GENBANK	JAJTWR01
GCA_021650995.1	Whitmania pigra		486152	Kunming University of Science and Technology	2022-01-27	Illumina HiSeq	Contig	1354	33136	56507674	35.5	9969	9969					157445284	157445284	male	SOURCE_DATABASE_GENBANK	JAJTOT01
GCA_025802215.1	Wirenia argentea		669229	IRIDIAN GENOMES	2022-10-23	Illumina	Scaffold	51589	2969	209055020	39.5	230499	231795	230499	51064	2992		528769856	528706996		SOURCE_DATABASE_GENBANK	WNLI01
